date,trends
2020-07-13,36
2020-07-14,19
2020-07-15,23
2020-07-16,27
2020-07-17,35
2020-07-18,39
2020-07-19,33
2020-07-20,39
2020-07-21,28
2020-07-22,30
2020-07-23,36
2020-07-24,35
2020-07-25,38
2020-07-26,34
2020-07-27,37
2020-07-28,35
2020-07-29,32
2020-07-30,29
2020-07-31,34
2020-08-01,39
2020-08-02,42
2020-08-03,31
2020-08-04,25
2020-08-05,27
2020-08-06,27
2020-08-07,30
2020-08-08,39
2020-08-09,34
2020-08-10,31
2020-08-11,35
2020-08-12,22
2020-08-13,38
2020-08-14,22
2020-08-15,26
2020-08-16,34
2020-08-17,41
2020-08-18,30
2020-08-19,41
2020-08-20,35
2020-08-21,28
2020-08-22,30
2020-08-23,28
2020-08-24,32
2020-08-25,40
2020-08-26,25
2020-08-27,27
2020-08-28,26
2020-08-29,30
2020-08-30,36
2020-08-31,29
2020-09-01,31
2020-09-02,30
2020-09-03,34
2020-09-04,31
2020-09-05,41
2020-09-06,27
2020-09-07,25
2020-09-08,42
2020-09-09,66
2020-09-10,100
2020-09-11,66
2020-09-12,70
2020-09-13,55
2020-09-14,41
2020-09-15,37
2020-09-16,42
2020-09-17,43
2020-09-18,33
2020-09-19,38
2020-09-20,24
2020-09-21,43
2020-09-22,28
2020-09-23,31
2020-09-24,26
2020-09-25,44
2020-09-26,66
2020-09-27,54
2020-09-28,50
2020-09-29,47
2020-09-30,38
2020-10-01,35
2020-10-02,34
2020-10-03,30
2020-10-04,31
2020-10-05,32
2020-10-06,21
2020-10-07,33
2020-10-08,26
2020-10-09,34
2020-10-10,24
2020-10-11,33
2020-10-12,35
2020-10-13,27
2020-10-14,36
2020-10-15,32
2020-10-16,32
2020-10-17,36
2020-10-18,53
2020-10-19,37
2020-10-20,23
2020-10-21,37
2020-10-22,44
2020-10-23,29
2020-10-24,36
2020-10-25,42
2020-10-26,44
2020-10-27,27
2020-10-28,22
2020-10-29,18
2020-10-30,32
2020-10-31,32
2020-11-01,28
2020-11-02,22
2020-11-03,30
2020-11-04,24
2020-11-05,37
2020-11-06,28
2020-11-07,29
2020-11-08,20
2020-11-09,20
2020-11-10,37
2020-11-11,38
2020-11-12,34
2020-11-13,35
2020-11-14,37
2020-11-15,25
2020-11-16,41
2020-11-17,23
2020-11-18,26
2020-11-19,27
2020-11-20,26
2020-11-21,25
2020-11-22,10
2020-11-23,27
2020-11-24,31
2020-11-25,36
2020-11-26,38
2020-11-27,34
2020-11-28,21
2020-11-29,25
2020-11-30,39
2020-12-01,34
2020-12-02,34
2020-12-03,30
2020-12-04,41
2020-12-05,41
2020-12-06,32
2020-12-07,33
2020-12-08,44
2020-12-09,39
2020-12-10,25
2020-12-11,31
2020-12-12,30
2020-12-13,25
2020-12-14,32
2020-12-15,28
2020-12-16,49
2020-12-17,34
2020-12-18,36
2020-12-19,31
2020-12-20,34
2020-12-21,28
2020-12-22,35
2020-12-23,62
2020-12-24,18
2020-12-25,25
2020-12-26,38
2020-12-27,32
2020-12-28,24
2020-12-29,27
2020-12-30,29
2020-12-31,26
2021-01-01,17
2021-01-02,36
2021-01-03,35
2021-01-04,36
2021-01-05,28
2021-01-06,30
2021-01-07,30
2021-01-08,24
2021-01-09,39
2021-01-10,37
2021-01-11,24
2021-01-12,51
2021-01-13,43
2021-01-14,44
2021-01-15,34
2021-01-16,54
2021-01-17,48
2021-01-18,36
2021-01-19,33
2021-01-20,31
2021-01-21,26
2021-01-22,42
2021-01-23,32
2021-01-24,33
2021-01-25,47
2021-01-26,35
2021-01-27,27
2021-01-28,30
2021-01-29,34
2021-01-30,34
2021-01-31,30
2021-02-01,35
2021-02-02,32
2021-02-03,37
2021-02-04,36
2021-02-05,25
2021-02-06,52
2021-02-07,61
2021-02-08,47
2021-02-09,35
2021-02-10,42
2021-02-11,35
2021-02-12,38
2021-02-13,46
2021-02-14,31
2021-02-15,35
2021-02-16,27
2021-02-17,40
2021-02-18,32
2021-02-19,23
2021-02-20,31
2021-02-21,41
2021-02-22,36
2021-02-23,47
2021-02-24,32
2021-02-25,37
2021-02-26,32
2021-02-27,18
2021-02-28,18
2021-03-01,39
2021-03-02,43
2021-03-03,37
2021-03-04,48
2021-03-05,37
2021-03-06,36
2021-03-07,46
2021-03-08,41
2021-03-09,26
2021-03-10,39
2021-03-11,100
2021-03-12,80
2021-03-13,59
2021-03-14,52
2021-03-15,44
2021-03-16,46
2021-03-17,31
2021-03-18,42
2021-03-19,28
2021-03-20,31
2021-03-21,43
2021-03-22,32
2021-03-23,24
2021-03-24,20
2021-03-25,39
2021-03-26,40
2021-03-27,20
2021-03-28,35
2021-03-29,41
2021-03-30,47
2021-03-31,36
2021-04-01,43
2021-04-02,44
2021-04-03,32
2021-04-04,29
2021-04-05,25
2021-04-06,39
2021-04-07,32
2021-04-08,22
2021-04-09,47
2021-04-10,43
2021-04-11,31
2021-04-12,42
2021-04-13,37
2021-04-14,26
2021-04-15,40
2021-04-16,41
2021-04-17,25
2021-04-18,38
2021-04-19,37
2021-04-20,32
2021-04-21,39
2021-04-22,40
2021-04-23,38
2021-04-24,45
2021-04-25,45
2021-04-26,38
2021-04-27,40
2021-04-28,33
2021-04-29,45
2021-04-30,24
2021-05-01,58
2021-05-02,50
2021-05-03,53
2021-05-04,60
2021-05-05,79
2021-05-06,63
2021-05-07,48
2021-05-08,55
2021-05-09,28
2021-05-10,43
2021-05-11,45
2021-05-12,40
2021-05-13,40
2021-05-14,43
2021-05-15,42
2021-05-16,37
2021-05-17,52
2021-05-18,46
2021-05-19,45
2021-05-20,40
2021-05-21,68
2021-05-22,41
2021-05-23,59
2021-05-24,46
2021-05-25,34
2021-05-26,47
2021-05-27,49
2021-05-28,45
2021-05-29,49
2021-05-30,57
2021-05-31,42
2021-06-01,52
2021-06-02,45
2021-06-03,40
2021-06-04,29
2021-06-05,43
2021-06-06,33
2021-06-07,61
2021-06-08,38
2021-06-09,47
2021-06-10,40
2021-06-11,39
2021-06-12,29
2021-06-13,27
2021-06-14,29
2021-06-15,46
2021-06-16,42
2021-06-17,46
2021-06-18,33
2021-06-19,32
2021-06-20,32
2021-06-21,24
2021-06-22,36
2021-06-23,29
2021-06-24,40
2021-06-25,29
2021-06-26,47
2021-06-27,27
2021-06-28,45
2021-06-29,33
2021-06-30,33
2021-07-01,52
2021-07-02,33
2021-07-03,33
2021-07-04,17
2021-07-05,38
2021-07-06,31
2021-07-07,40
2021-07-08,38
2021-07-09,37
2021-07-10,33
2021-07-11,27
2021-07-12,48
2021-07-13,48
2021-07-14,46
2021-07-15,33
2021-07-16,54
2021-07-17,51
2021-07-18,31
2021-07-19,62
2021-07-20,97
2021-07-21,72
2021-07-22,50
2021-07-23,52
2021-07-24,45
2021-07-25,46
2021-07-26,52
2021-07-27,56
2021-07-28,41
2021-07-29,41
2021-07-30,53
2021-07-31,72
2021-08-01,50
2021-08-02,33
2021-08-03,50
2021-08-04,39
2021-08-05,38
2021-08-06,41
2021-08-07,52
2021-08-08,43
2021-08-09,43
2021-08-10,50
2021-08-11,58
2021-08-12,100
2021-08-13,51
2021-08-14,56
2021-08-15,73
2021-08-16,59
2021-08-17,40
2021-08-18,42
2021-08-19,45
2021-08-20,48
2021-08-21,42
2021-08-22,33
2021-08-23,51
2021-08-24,51
2021-08-25,43
2021-08-26,34
2021-08-27,40
2021-08-28,43
2021-08-29,29
2021-08-30,62
2021-08-31,46
2021-09-01,36
2021-09-02,29
2021-09-03,42
2021-09-04,48
2021-09-05,54
2021-09-06,58
2021-09-07,41
2021-09-08,50
2021-09-09,47
2021-09-10,43
2021-09-11,50
2021-09-12,53
2021-09-13,29
2021-09-14,44
2021-09-15,43
2021-09-16,58
2021-09-17,46
2021-09-18,40
2021-09-19,45
2021-09-20,55
2021-09-21,54
2021-09-22,40
2021-09-23,28
2021-09-24,58
2021-09-25,41
2021-09-26,56
2021-09-27,32
2021-09-28,35
2021-09-29,31
2021-09-30,47
2021-10-01,41
2021-10-02,49
2021-10-03,29
2021-10-04,26
2021-10-05,53
2021-10-06,60
2021-10-07,40
2021-10-08,54
2021-10-09,43
2021-10-10,49
2021-10-11,54
2021-10-12,48
2021-10-13,42
2021-10-14,44
2021-10-15,31
2021-10-16,17
2021-10-17,52
2021-10-18,35
2021-10-19,44
2021-10-20,30
2021-10-21,30
2021-10-22,32
2021-10-23,41
2021-10-24,41
2021-10-25,50
2021-10-26,51
2021-10-27,56
2021-10-28,37
2021-10-29,38
2021-10-30,50
2021-10-31,53
2021-11-01,41
2021-11-02,47
2021-11-03,40
2021-11-04,30
2021-11-05,63
2021-11-06,47
2021-11-07,39
2021-11-08,37
2021-11-09,32
2021-11-10,42
2021-11-11,45
2021-11-12,51
2021-11-13,52
2021-11-14,34
2021-11-15,40
2021-11-16,31
2021-11-17,34
2021-11-18,47
2021-11-19,53
2021-11-20,54
2021-11-21,49
2021-11-22,42
2021-11-23,57
2021-11-24,35
2021-11-25,51
2021-11-26,51
2021-11-27,40
2021-11-28,35
2021-11-29,32
2021-11-30,45
2021-12-01,44
2021-12-02,53
2021-12-03,32
2021-12-04,45
2021-12-05,29
2021-12-06,29
2021-12-07,38
2021-12-08,53
2021-12-09,41
2021-12-10,35
2021-12-11,42
2021-12-12,38
2021-12-13,32
2021-12-14,34
2021-12-15,42
2021-12-16,48
2021-12-17,36
2021-12-18,45
2021-12-19,33
2021-12-20,42
2021-12-21,32
2021-12-22,36
2021-12-23,37
2021-12-24,30
2021-12-25,64
2021-12-26,55
2021-12-27,41
2021-12-28,57
2021-12-29,37
2021-12-30,48
2021-12-31,30
2022-01-01,33
2022-01-02,50
2022-01-03,54
2022-01-04,48
2022-01-05,58
2022-01-06,69
2022-01-07,54
2022-01-08,26
2022-01-09,50
2022-01-10,35
2022-01-11,64
2022-01-12,82
2022-01-13,98
2022-01-14,79
2022-01-15,78
2022-01-16,71
2022-01-17,80
2022-01-18,70
2022-01-19,61
2022-01-20,67
2022-01-21,67
2022-01-22,44
2022-01-23,42
2022-01-24,85
2022-01-25,80
2022-01-26,82
2022-01-27,65
2022-01-28,77
2022-01-29,86
2022-01-30,63
2022-01-31,65
2022-02-01,49
2022-02-02,62
2022-02-03,73
2022-02-04,55
2022-02-05,49
2022-02-06,52
2022-02-07,58
2022-02-08,65
2022-02-09,70
2022-02-10,42
2022-02-11,79
2022-02-12,83
2022-02-13,69
2022-02-14,68
2022-02-15,57
2022-02-16,81
2022-02-17,84
2022-02-18,55
2022-02-19,67
2022-02-20,49
2022-02-21,65
2022-02-22,69
2022-02-23,71
2022-02-24,49
2022-02-25,54
2022-02-26,67
2022-02-27,29
2022-02-28,70
2022-03-01,66
2022-03-02,52
2022-03-03,48
2022-03-04,45
2022-03-05,60
2022-03-06,96
2022-03-07,73
2022-03-08,69
2022-03-09,62
2022-03-10,71
2022-03-11,69
2022-03-12,53
2022-03-13,59
2022-03-14,54
2022-03-15,66
2022-03-16,58
2022-03-17,66
2022-03-18,68
2022-03-19,66
2022-03-20,61
2022-03-21,63
2022-03-22,73
2022-03-23,70
2022-03-24,62
2022-03-25,62
2022-03-26,62
2022-03-27,45
2022-03-28,61
2022-03-29,57
2022-03-30,68
2022-03-31,69
2022-04-01,74
2022-04-02,67
2022-04-03,61
2022-04-04,53
2022-04-05,55
2022-04-06,42
2022-04-07,69
2022-04-08,47
2022-04-09,63
2022-04-10,63
2022-04-11,75
2022-04-12,52
2022-04-13,56
2022-04-14,66
2022-04-15,56
2022-04-16,53
2022-04-17,42
2022-04-18,71
2022-04-19,63
2022-04-20,56
2022-04-21,61
2022-04-22,55
2022-04-23,73
2022-04-24,46
2022-04-25,40
2022-04-26,67
2022-04-27,63
2022-04-28,58
2022-04-29,69
2022-04-30,49
2022-05-01,67
2022-05-02,54
2022-05-03,62
2022-05-04,70
2022-05-05,60
2022-05-06,68
2022-05-07,74
2022-05-08,60
2022-05-09,52
2022-05-10,75
2022-05-11,61
2022-05-12,78
2022-05-13,68
2022-05-14,43
2022-05-15,50
2022-05-16,50
2022-05-17,70
2022-05-18,72
2022-05-19,57
2022-05-20,45
2022-05-21,100
2022-05-22,47
2022-05-23,58
2022-05-24,70
2022-05-25,52
2022-05-26,56
2022-05-27,67
2022-05-28,78
2022-05-29,61
2022-05-30,47
2022-05-31,73
2022-06-01,64
2022-06-02,71
2022-06-03,60
2022-06-04,64
2022-06-05,56
2022-06-06,56
2022-06-07,55
2022-06-08,67
2022-06-09,65
2022-06-10,56
2022-06-11,67
2022-06-12,74
2022-06-13,63
2022-06-14,55
2022-06-15,77
2022-06-16,69
2022-06-17,74
2022-06-18,75
2022-06-19,50
2022-06-20,80
2022-06-21,66
2022-06-22,76
2022-06-23,70
2022-06-24,82
2022-06-25,97
2022-06-26,57
2022-06-27,91
2022-06-28,83
2022-06-29,79
2022-06-30,83
2022-07-01,88
2022-07-02,77
2022-07-03,69
2022-07-04,62
2022-07-05,70
2022-07-06,67
2022-07-07,74
2022-07-08,66
2022-07-09,62
2022-07-10,58
2022-07-11,69
2022-07-12,59
2022-07-13,60
2022-07-14,63
2022-07-15,87
2022-07-16,53
2022-07-17,77
2022-07-18,70
2022-07-19,39
2022-07-20,86
2022-07-21,68
2022-07-22,59
2022-07-23,67
2022-07-24,54
2022-07-25,61
2022-07-26,80
2022-07-27,74
2022-07-28,53
2022-07-29,51
2022-07-30,55
2022-07-31,59
2022-08-01,58
2022-08-02,73
2022-08-03,61
2022-08-04,69
2022-08-05,58
2022-08-06,60
2022-08-07,50
2022-08-08,63
2022-08-09,57
2022-08-10,42
2022-08-11,59
2022-08-12,90
2022-08-13,100
2022-08-14,65
2022-08-15,61
2022-08-16,63
2022-08-17,45
2022-08-18,61
2022-08-19,51
2022-08-20,95
2022-08-21,59
2022-08-22,83
2022-08-23,94
2022-08-24,80
2022-08-25,58
2022-08-26,60
2022-08-27,48
2022-08-28,46
2022-08-29,57
2022-08-30,71
2022-08-31,46
2022-09-01,50
2022-09-02,57
2022-09-03,82
2022-09-04,85
2022-09-05,65
2022-09-06,56
2022-09-07,62
2022-09-08,39
2022-09-09,42
2022-09-10,71
2022-09-11,30
2022-09-12,56
2022-09-13,42
2022-09-14,58
2022-09-15,69
2022-09-16,62
2022-09-17,65
2022-09-18,37
2022-09-19,51
2022-09-20,66
2022-09-21,60
2022-09-22,54
2022-09-23,47
2022-09-24,72
2022-09-25,75
2022-09-26,49
2022-09-27,71
2022-09-28,57
2022-09-29,80
2022-09-30,78
2022-10-01,71
2022-10-02,51
2022-10-03,78
2022-10-04,56
2022-10-05,63
2022-10-06,49
2022-10-07,80
2022-10-08,65
2022-10-09,91
2022-10-10,52
2022-10-11,62
2022-10-12,74
2022-10-13,77
2022-10-14,56
2022-10-15,46
2022-10-16,38
2022-10-17,68
2022-10-18,71
2022-10-19,78
2022-10-20,75
2022-10-21,61
2022-10-22,66
2022-10-23,50
2022-10-24,63
2022-10-25,69
2022-10-26,57
2022-10-27,57
2022-10-28,62
2022-10-29,74
2022-10-30,58
2022-10-31,65
2022-11-01,57
2022-11-02,55
2022-11-03,45
2022-11-04,73
2022-11-05,86
2022-11-06,68
2022-11-07,62
2022-11-08,50
2022-11-09,60
2022-11-10,39
2022-11-11,66
2022-11-12,51
2022-11-13,46
2022-11-14,55
2022-11-15,89
2022-11-16,82
2022-11-17,61
2022-11-18,74
2022-11-19,76
2022-11-20,47
2022-11-21,67
2022-11-22,89
2022-11-23,64
2022-11-24,70
2022-11-25,56
2022-11-26,46
2022-11-27,64
2022-11-28,72
2022-11-29,66
2022-11-30,50
2022-12-01,81
2022-12-02,53
2022-12-03,51
2022-12-04,47
2022-12-05,51
2022-12-06,73
2022-12-07,81
2022-12-08,37
2022-12-09,67
2022-12-10,47
2022-12-11,68
2022-12-12,50
2022-12-13,41
2022-12-14,56
2022-12-15,70
2022-12-16,62
2022-12-17,57
2022-12-18,37
2022-12-19,73
2022-12-20,91
2022-12-21,67
2022-12-22,51
2022-12-23,75
2022-12-24,34
2022-12-25,65
2022-12-26,49
2022-12-27,65
2022-12-28,39
2022-12-29,48
2022-12-30,57
2022-12-31,26
2023-01-01,22
2023-01-02,57
2023-01-03,61
2023-01-04,62
2023-01-05,64
2023-01-06,58
2023-01-07,75
2023-01-08,50
2023-01-09,55
2023-01-10,67
2023-01-11,23
2023-01-12,65
2023-01-13,83
2023-01-14,66
2023-01-15,39
2023-01-16,90
2023-01-17,100
2023-01-18,90
2023-01-19,90
2023-01-20,91
2023-01-21,64
2023-01-22,31
2023-01-23,75
2023-01-24,83
2023-01-25,61
2023-01-26,62
2023-01-27,75
2023-01-28,67
2023-01-29,65
2023-01-30,71
2023-01-31,75
2023-02-01,50
2023-02-02,70
2023-02-03,48
2023-02-04,80
2023-02-05,57
2023-02-06,47
2023-02-07,60
2023-02-08,63
2023-02-09,63
2023-02-10,67
2023-02-11,43
2023-02-12,62
2023-02-13,41
2023-02-14,50
2023-02-15,59
2023-02-16,61
2023-02-17,58
2023-02-18,72
2023-02-19,55
2023-02-20,95
2023-02-21,69
2023-02-22,52
2023-02-23,67
2023-02-24,75
2023-02-25,31
2023-02-26,56
2023-02-27,56
2023-02-28,47
2023-03-01,51
2023-03-02,60
2023-03-03,58
2023-03-04,59
2023-03-05,52
2023-03-06,60
2023-03-07,55
2023-03-08,59
2023-03-09,60
2023-03-10,64
2023-03-11,49
2023-03-12,21
2023-03-13,62
2023-03-14,54
2023-03-15,64
2023-03-16,76
2023-03-17,59
2023-03-18,30
2023-03-19,68
2023-03-20,62
2023-03-21,67
2023-03-22,65
2023-03-23,61
2023-03-24,67
2023-03-25,74
2023-03-26,71
2023-03-27,95
2023-03-28,63
2023-03-29,53
2023-03-30,63
2023-03-31,79
2023-04-01,77
2023-04-02,57
2023-04-03,70
2023-04-04,54
2023-04-05,39
2023-04-06,41
2023-04-07,74
2023-04-08,56
2023-04-09,63
2023-04-10,49
2023-04-11,79
2023-04-12,86
2023-04-13,80
2023-04-14,68
2023-04-15,66
2023-04-16,52
2023-04-17,60
2023-04-18,72
2023-04-19,73
2023-04-20,50
2023-04-21,45
2023-04-22,63
2023-04-23,61
2023-04-24,70
2023-04-25,66
2023-04-26,54
2023-04-27,59
2023-04-28,56
2023-04-29,73
2023-04-30,44
2023-05-01,51
2023-05-02,80
2023-05-03,75
2023-05-04,81
2023-05-05,81
2023-05-06,61
2023-05-07,58
2023-05-08,64
2023-05-09,65
2023-05-10,83
2023-05-11,47
2023-05-12,51
2023-05-13,50
2023-05-14,69
2023-05-15,50
2023-05-16,81
2023-05-17,70
2023-05-18,68
2023-05-19,70
2023-05-20,41
2023-05-21,62
2023-05-22,55
2023-05-23,61
2023-05-24,62
2023-05-25,26
2023-05-26,65
2023-05-27,47
2023-05-28,62
2023-05-29,77
2023-05-30,63
2023-05-31,54
2023-06-01,62
2023-06-02,62
2023-06-03,62
2023-06-04,52
2023-06-05,50
2023-06-06,80
2023-06-07,67
2023-06-08,64
2023-06-09,79
2023-06-10,65
2023-06-11,45
2023-06-12,74
2023-06-13,68
2023-06-14,95
2023-06-15,71
2023-06-16,58
2023-06-17,54
2023-06-18,41
2023-06-19,54
2023-06-20,94
2023-06-21,83
2023-06-22,58
2023-06-23,65
2023-06-24,61
2023-06-25,70
2023-06-26,82
2023-06-27,79
2023-06-28,72
2023-06-29,74
2023-06-30,52
2023-07-01,46
2023-07-02,23
2023-07-03,53
2023-07-04,60
2023-07-05,78
2023-07-06,52
2023-07-07,86
2023-07-08,74
2023-07-09,53
2023-07-10,79
2023-07-11,78
2023-07-12,100
2023-07-13,69
2023-07-14,99
2023-07-15,79
2023-07-16,72
2023-07-17,68
2023-07-18,60
2023-07-19,53
2023-07-20,54
2023-07-21,50
2023-07-22,52
2023-07-23,51
2023-07-24,58
2023-07-25,71
2023-07-26,75
2023-07-27,61
2023-07-28,46
2023-07-29,59
2023-07-30,51
2023-07-31,60
2023-08-01,69
2023-08-02,75
2023-08-03,79
2023-08-04,71
2023-08-05,58
2023-08-06,77
2023-08-07,52
2023-08-08,73
2023-08-09,69
2023-08-10,45
2023-08-11,65
2023-08-12,75
2023-08-13,59
2023-08-14,79
2023-08-15,60
2023-08-16,66
2023-08-17,55
2023-08-18,48
2023-08-19,64
2023-08-20,42
2023-08-21,65
2023-08-22,69
2023-08-23,71
2023-08-24,44
2023-08-25,49
2023-08-26,30
2023-08-27,53
2023-08-28,70
2023-08-29,56
2023-08-30,80
2023-08-31,74
