date,trends
2020-07-31,35
2020-08-01,31
2020-08-02,32
2020-08-03,39
2020-08-04,36
2020-08-05,34
2020-08-06,38
2020-08-07,34
2020-08-08,36
2020-08-09,25
2020-08-10,39
2020-08-11,39
2020-08-12,37
2020-08-13,40
2020-08-14,36
2020-08-15,34
2020-08-16,31
2020-08-17,32
2020-08-18,47
2020-08-19,44
2020-08-20,43
2020-08-21,37
2020-08-22,31
2020-08-23,31
2020-08-24,45
2020-08-25,40
2020-08-26,40
2020-08-27,41
2020-08-28,41
2020-08-29,34
2020-08-30,34
2020-08-31,42
2020-09-01,39
2020-09-02,43
2020-09-03,43
2020-09-04,39
2020-09-05,31
2020-09-06,31
2020-09-07,40
2020-09-08,44
2020-09-09,78
2020-09-10,100
2020-09-11,72
2020-09-12,80
2020-09-13,62
2020-09-14,55
2020-09-15,46
2020-09-16,52
2020-09-17,55
2020-09-18,49
2020-09-19,43
2020-09-20,36
2020-09-21,48
2020-09-22,40
2020-09-23,43
2020-09-24,42
2020-09-25,44
2020-09-26,42
2020-09-27,47
2020-09-28,47
2020-09-29,47
2020-09-30,47
2020-10-01,47
2020-10-02,46
2020-10-03,34
2020-10-04,37
2020-10-05,42
2020-10-06,45
2020-10-07,48
2020-10-08,48
2020-10-09,43
2020-10-10,37
2020-10-11,34
2020-10-12,34
2020-10-13,41
2020-10-14,42
2020-10-15,43
2020-10-16,42
2020-10-17,36
2020-10-18,32
2020-10-19,45
2020-10-20,48
2020-10-21,42
2020-10-22,47
2020-10-23,42
2020-10-24,32
2020-10-25,34
2020-10-26,47
2020-10-27,45
2020-10-28,45
2020-10-29,41
2020-10-30,46
2020-10-31,38
2020-11-01,31
2020-11-02,38
2020-11-03,49
2020-11-04,38
2020-11-05,49
2020-11-06,42
2020-11-07,28
2020-11-08,28
2020-11-09,44
2020-11-10,44
2020-11-11,37
2020-11-12,38
2020-11-13,38
2020-11-14,33
2020-11-15,29
2020-11-16,31
2020-11-17,40
2020-11-18,42
2020-11-19,45
2020-11-20,42
2020-11-21,29
2020-11-22,27
2020-11-23,44
2020-11-24,47
2020-11-25,47
2020-11-26,45
2020-11-27,43
2020-11-28,37
2020-11-29,30
2020-11-30,68
2020-12-01,51
2020-12-02,49
2020-12-03,43
2020-12-04,43
2020-12-05,42
2020-12-06,36
2020-12-07,41
2020-12-08,44
2020-12-09,46
2020-12-10,48
2020-12-11,46
2020-12-12,35
2020-12-13,28
2020-12-14,48
2020-12-15,52
2020-12-16,62
2020-12-17,60
2020-12-18,51
2020-12-19,35
2020-12-20,39
2020-12-21,50
2020-12-22,43
2020-12-23,52
2020-12-24,36
2020-12-25,26
2020-12-26,34
2020-12-27,38
2020-12-28,43
2020-12-29,43
2020-12-30,35
2020-12-31,24
2021-01-01,23
2021-01-02,35
2021-01-03,36
2021-01-04,45
2021-01-05,46
2021-01-06,44
2021-01-07,41
2021-01-08,39
2021-01-09,34
2021-01-10,26
2021-01-11,35
2021-01-12,78
2021-01-13,75
2021-01-14,69
2021-01-15,77
2021-01-16,49
2021-01-17,43
2021-01-18,63
2021-01-19,71
2021-01-20,69
2021-01-21,67
2021-01-22,65
2021-01-23,44
2021-01-24,38
2021-01-25,59
2021-01-26,63
2021-01-27,60
2021-01-28,61
2021-01-29,64
2021-01-30,56
2021-01-31,43
2021-02-01,59
2021-02-02,57
2021-02-03,65
2021-02-04,59
2021-02-05,58
2021-02-06,70
2021-02-07,64
2021-02-08,63
2021-02-09,58
2021-02-10,64
2021-02-11,59
2021-02-12,58
2021-02-13,63
2021-02-14,47
2021-02-15,57
2021-02-16,61
2021-02-17,63
2021-02-18,61
2021-02-19,60
2021-02-20,46
2021-02-21,42
2021-02-22,65
2021-02-23,59
2021-02-24,59
2021-02-25,59
2021-02-26,59
2021-02-27,46
2021-02-28,40
2021-03-01,60
2021-03-02,59
2021-03-03,64
2021-03-04,58
2021-03-05,56
2021-03-06,48
2021-03-07,54
2021-03-08,69
2021-03-09,56
2021-03-10,66
2021-03-11,100
2021-03-12,94
2021-03-13,66
2021-03-14,57
2021-03-15,59
2021-03-16,64
2021-03-17,66
2021-03-18,59
2021-03-19,59
2021-03-20,51
2021-03-21,48
2021-03-22,42
2021-03-23,55
2021-03-24,64
2021-03-25,59
2021-03-26,61
2021-03-27,45
2021-03-28,45
2021-03-29,64
2021-03-30,63
2021-03-31,63
2021-04-01,50
2021-04-02,42
2021-04-03,46
2021-04-04,37
2021-04-05,55
2021-04-06,59
2021-04-07,57
2021-04-08,57
2021-04-09,55
2021-04-10,44
2021-04-11,44
2021-04-12,53
2021-04-13,61
2021-04-14,59
2021-04-15,51
2021-04-16,50
2021-04-17,45
2021-04-18,45
2021-04-19,56
2021-04-20,61
2021-04-21,60
2021-04-22,56
2021-04-23,54
2021-04-24,46
2021-04-25,43
2021-04-26,56
2021-04-27,55
2021-04-28,53
2021-04-29,58
2021-04-30,54
2021-05-01,72
2021-05-02,56
2021-05-03,63
2021-05-04,89
2021-05-05,96
2021-05-06,84
2021-05-07,62
2021-05-08,55
2021-05-09,49
2021-05-10,60
2021-05-11,56
2021-05-12,53
2021-05-13,60
2021-05-14,57
2021-05-15,62
2021-05-16,52
2021-05-17,48
2021-05-18,60
2021-05-19,56
2021-05-20,56
2021-05-21,61
2021-05-22,53
2021-05-23,46
2021-05-24,61
2021-05-25,64
2021-05-26,56
2021-05-27,68
2021-05-28,58
2021-05-29,54
2021-05-30,48
2021-05-31,62
2021-06-01,68
2021-06-02,56
2021-06-03,58
2021-06-04,52
2021-06-05,39
2021-06-06,46
2021-06-07,55
2021-06-08,69
2021-06-09,63
2021-06-10,58
2021-06-11,65
2021-06-12,44
2021-06-13,34
2021-06-14,42
2021-06-15,53
2021-06-16,53
2021-06-17,55
2021-06-18,47
2021-06-19,39
2021-06-20,25
2021-06-21,51
2021-06-22,58
2021-06-23,56
2021-06-24,60
2021-06-25,58
2021-06-26,50
2021-06-27,40
2021-06-28,54
2021-06-29,63
2021-06-30,55
2021-07-01,59
2021-07-02,48
2021-07-03,43
2021-07-04,35
2021-07-05,35
2021-07-06,66
2021-07-07,56
2021-07-08,61
2021-07-09,55
2021-07-10,45
2021-07-11,42
2021-07-12,65
2021-07-13,64
2021-07-14,62
2021-07-15,57
2021-07-16,63
2021-07-17,48
2021-07-18,49
2021-07-19,72
2021-07-20,89
2021-07-21,69
2021-07-22,72
2021-07-23,63
2021-07-24,42
2021-07-25,40
2021-07-26,64
2021-07-27,59
2021-07-28,64
2021-07-29,58
2021-07-30,59
2021-07-31,72
2021-08-01,36
2021-08-02,59
2021-08-03,53
2021-08-04,57
2021-08-05,56
2021-08-06,57
2021-08-07,49
2021-08-08,51
2021-08-09,64
2021-08-10,56
2021-08-11,76
2021-08-12,96
2021-08-13,68
2021-08-14,44
2021-08-15,33
2021-08-16,47
2021-08-17,57
2021-08-18,60
2021-08-19,64
2021-08-20,60
2021-08-21,50
2021-08-22,45
2021-08-23,70
2021-08-24,66
2021-08-25,57
2021-08-26,63
2021-08-27,56
2021-08-28,44
2021-08-29,41
2021-08-30,65
2021-08-31,66
2021-09-01,77
2021-09-02,63
2021-09-03,58
2021-09-04,61
2021-09-05,39
2021-09-06,61
2021-09-07,62
2021-09-08,61
2021-09-09,65
2021-09-10,57
2021-09-11,42
2021-09-12,38
2021-09-13,67
2021-09-14,72
2021-09-15,62
2021-09-16,72
2021-09-17,65
2021-09-18,46
2021-09-19,43
2021-09-20,64
2021-09-21,59
2021-09-22,61
2021-09-23,65
2021-09-24,51
2021-09-25,46
2021-09-26,49
2021-09-27,63
2021-09-28,61
2021-09-29,55
2021-09-30,61
2021-10-01,64
2021-10-02,41
2021-10-03,47
2021-10-04,64
2021-10-05,69
2021-10-06,77
2021-10-07,64
2021-10-08,61
2021-10-09,62
2021-10-10,49
2021-10-11,68
2021-10-12,68
2021-10-13,66
2021-10-14,64
2021-10-15,66
2021-10-16,46
2021-10-17,38
2021-10-18,42
2021-10-19,60
2021-10-20,57
2021-10-21,59
2021-10-22,52
2021-10-23,51
2021-10-24,44
2021-10-25,58
2021-10-26,63
2021-10-27,57
2021-10-28,51
2021-10-29,58
2021-10-30,49
2021-10-31,43
2021-11-01,47
2021-11-02,62
2021-11-03,57
2021-11-04,59
2021-11-05,66
2021-11-06,47
2021-11-07,40
2021-11-08,63
2021-11-09,63
2021-11-10,57
2021-11-11,54
2021-11-12,53
2021-11-13,51
2021-11-14,36
2021-11-15,38
2021-11-16,51
2021-11-17,62
2021-11-18,63
2021-11-19,71
2021-11-20,70
2021-11-21,44
2021-11-22,65
2021-11-23,69
2021-11-24,68
2021-11-25,64
2021-11-26,62
2021-11-27,48
2021-11-28,37
2021-11-29,67
2021-11-30,60
2021-12-01,69
2021-12-02,71
2021-12-03,55
2021-12-04,53
2021-12-05,44
2021-12-06,67
2021-12-07,69
2021-12-08,54
2021-12-09,73
2021-12-10,59
2021-12-11,42
2021-12-12,46
2021-12-13,71
2021-12-14,73
2021-12-15,78
2021-12-16,71
2021-12-17,61
2021-12-18,61
2021-12-19,49
2021-12-20,76
2021-12-21,66
2021-12-22,69
2021-12-23,62
2021-12-24,43
2021-12-25,41
2021-12-26,40
2021-12-27,65
2021-12-28,64
2021-12-29,67
2021-12-30,60
2021-12-31,40
2022-01-01,47
2022-01-02,53
2022-01-03,84
2022-01-04,100
2022-01-05,84
2022-01-06,88
2022-01-07,76
2022-01-08,66
2022-01-09,45
2022-01-10,54
2022-01-11,74
2022-01-12,100
2022-01-13,91
2022-01-14,97
2022-01-15,64
2022-01-16,57
2022-01-17,93
2022-01-18,99
2022-01-19,86
2022-01-20,93
2022-01-21,86
2022-01-22,51
2022-01-23,50
2022-01-24,83
2022-01-25,94
2022-01-26,82
2022-01-27,81
2022-01-28,74
2022-01-29,54
2022-01-30,56
2022-01-31,77
2022-02-01,71
2022-02-02,71
2022-02-03,73
2022-02-04,63
2022-02-05,52
2022-02-06,48
2022-02-07,65
2022-02-08,76
2022-02-09,76
2022-02-10,75
2022-02-11,66
2022-02-12,56
2022-02-13,45
2022-02-14,68
2022-02-15,68
2022-02-16,69
2022-02-17,58
2022-02-18,57
2022-02-19,50
2022-02-20,40
2022-02-21,63
2022-02-22,62
2022-02-23,68
2022-02-24,64
2022-02-25,64
2022-02-26,40
2022-02-27,44
2022-02-28,70
2022-03-01,64
2022-03-02,61
2022-03-03,61
2022-03-04,57
2022-03-05,42
2022-03-06,49
2022-03-07,65
2022-03-08,63
2022-03-09,67
2022-03-10,62
2022-03-11,63
2022-03-12,55
2022-03-13,42
2022-03-14,58
2022-03-15,66
2022-03-16,64
2022-03-17,58
2022-03-18,58
2022-03-19,38
2022-03-20,38
2022-03-21,48
2022-03-22,69
2022-03-23,69
2022-03-24,66
2022-03-25,63
2022-03-26,44
2022-03-27,46
2022-03-28,60
2022-03-29,60
2022-03-30,60
2022-03-31,63
2022-04-01,66
2022-04-02,45
2022-04-03,44
2022-04-04,64
2022-04-05,59
2022-04-06,58
2022-04-07,66
2022-04-08,64
2022-04-09,40
2022-04-10,36
2022-04-11,68
2022-04-12,61
2022-04-13,54
2022-04-14,36
2022-04-15,36
2022-04-16,41
2022-04-17,39
2022-04-18,58
2022-04-19,57
2022-04-20,57
2022-04-21,64
2022-04-22,64
2022-04-23,44
2022-04-24,43
2022-04-25,56
2022-04-26,56
2022-04-27,58
2022-04-28,60
2022-04-29,60
2022-04-30,52
2022-05-01,46
2022-05-02,60
2022-05-03,68
2022-05-04,66
2022-05-05,66
2022-05-06,71
2022-05-07,55
2022-05-08,44
2022-05-09,72
2022-05-10,68
2022-05-11,64
2022-05-12,69
2022-05-13,63
2022-05-14,48
2022-05-15,40
2022-05-16,64
2022-05-17,63
2022-05-18,65
2022-05-19,69
2022-05-20,60
2022-05-21,62
2022-05-22,43
2022-05-23,59
2022-05-24,60
2022-05-25,69
2022-05-26,66
2022-05-27,62
2022-05-28,46
2022-05-29,40
2022-05-30,46
2022-05-31,65
2022-06-01,62
2022-06-02,66
2022-06-03,64
2022-06-04,42
2022-06-05,45
2022-06-06,67
2022-06-07,56
2022-06-08,66
2022-06-09,63
2022-06-10,60
2022-06-11,52
2022-06-12,41
2022-06-13,66
2022-06-14,59
2022-06-15,75
2022-06-16,68
2022-06-17,69
2022-06-18,59
2022-06-19,42
2022-06-20,50
2022-06-21,70
2022-06-22,73
2022-06-23,73
2022-06-24,73
2022-06-25,59
2022-06-26,43
2022-06-27,42
2022-06-28,72
2022-06-29,76
2022-06-30,81
2022-07-01,78
2022-07-02,50
2022-07-03,47
2022-07-04,48
2022-07-05,76
2022-07-06,77
2022-07-07,75
2022-07-08,63
2022-07-09,53
2022-07-10,50
2022-07-11,70
2022-07-12,69
2022-07-13,70
2022-07-14,80
2022-07-15,68
2022-07-16,54
2022-07-17,55
2022-07-18,72
2022-07-19,74
2022-07-20,59
2022-07-21,67
2022-07-22,71
2022-07-23,52
2022-07-24,50
2022-07-25,80
2022-07-26,88
2022-07-27,77
2022-07-28,82
2022-07-29,80
2022-07-30,56
2022-07-31,45
2022-08-01,77
2022-08-02,77
2022-08-03,68
2022-08-04,73
2022-08-05,68
2022-08-06,51
2022-08-07,53
2022-08-08,70
2022-08-09,73
2022-08-10,66
2022-08-11,60
2022-08-12,75
2022-08-13,60
2022-08-14,45
2022-08-15,55
2022-08-16,70
2022-08-17,69
2022-08-18,63
2022-08-19,70
2022-08-20,70
2022-08-21,44
2022-08-22,73
2022-08-23,87
2022-08-24,76
2022-08-25,67
2022-08-26,72
2022-08-27,48
2022-08-28,49
2022-08-29,76
2022-08-30,74
2022-08-31,71
2022-09-01,66
2022-09-02,73
2022-09-03,75
2022-09-04,44
2022-09-05,63
2022-09-06,68
2022-09-07,65
2022-09-08,66
2022-09-09,67
2022-09-10,56
2022-09-11,42
2022-09-12,71
2022-09-13,69
2022-09-14,76
2022-09-15,61
2022-09-16,71
2022-09-17,49
2022-09-18,46
2022-09-19,72
2022-09-20,71
2022-09-21,75
2022-09-22,61
2022-09-23,68
2022-09-24,55
2022-09-25,50
2022-09-26,70
2022-09-27,77
2022-09-28,63
2022-09-29,72
2022-09-30,73
2022-10-01,49
2022-10-02,50
2022-10-03,68
2022-10-04,73
2022-10-05,66
2022-10-06,63
2022-10-07,90
2022-10-08,59
2022-10-09,43
2022-10-10,68
2022-10-11,77
2022-10-12,70
2022-10-13,66
2022-10-14,68
2022-10-15,50
2022-10-16,37
2022-10-17,45
2022-10-18,61
2022-10-19,78
2022-10-20,76
2022-10-21,67
2022-10-22,50
2022-10-23,43
2022-10-24,72
2022-10-25,67
2022-10-26,63
2022-10-27,62
2022-10-28,67
2022-10-29,55
2022-10-30,42
2022-10-31,71
2022-11-01,73
2022-11-02,75
2022-11-03,67
2022-11-04,63
2022-11-05,52
2022-11-06,38
2022-11-07,37
2022-11-08,67
2022-11-09,73
2022-11-10,66
2022-11-11,70
2022-11-12,52
2022-11-13,52
2022-11-14,42
2022-11-15,81
2022-11-16,79
2022-11-17,81
2022-11-18,67
2022-11-19,58
2022-11-20,38
2022-11-21,61
2022-11-22,69
2022-11-23,69
2022-11-24,66
2022-11-25,63
2022-11-26,46
2022-11-27,37
2022-11-28,63
2022-11-29,78
2022-11-30,68
2022-12-01,69
2022-12-02,61
2022-12-03,51
2022-12-04,57
2022-12-05,63
2022-12-06,70
2022-12-07,71
2022-12-08,58
2022-12-09,61
2022-12-10,57
2022-12-11,46
2022-12-12,73
2022-12-13,65
2022-12-14,75
2022-12-15,84
2022-12-16,78
2022-12-17,59
2022-12-18,49
2022-12-19,78
2022-12-20,80
2022-12-21,83
2022-12-22,67
2022-12-23,61
2022-12-24,35
2022-12-25,38
2022-12-26,70
2022-12-27,70
2022-12-28,78
2022-12-29,77
2022-12-30,66
2022-12-31,40
2023-01-01,42
2023-01-02,82
2023-01-03,87
2023-01-04,97
2023-01-05,100
2023-01-06,78
2023-01-07,61
2023-01-08,55
2023-01-09,50
2023-01-10,88
2023-01-11,78
2023-01-12,93
2023-01-13,85
2023-01-14,61
2023-01-15,59
2023-01-16,96
2023-01-17,100
2023-01-18,86
2023-01-19,90
2023-01-20,82
2023-01-21,64
2023-01-22,49
2023-01-23,91
2023-01-24,93
2023-01-25,84
2023-01-26,85
2023-01-27,83
2023-01-28,60
2023-01-29,53
2023-01-30,90
2023-01-31,80
2023-02-01,81
2023-02-02,72
2023-02-03,69
2023-02-04,60
2023-02-05,41
2023-02-06,73
2023-02-07,83
2023-02-08,76
2023-02-09,81
2023-02-10,73
2023-02-11,53
2023-02-12,51
2023-02-13,68
2023-02-14,66
2023-02-15,67
2023-02-16,75
2023-02-17,81
2023-02-18,60
2023-02-19,41
2023-02-20,78
2023-02-21,76
2023-02-22,79
2023-02-23,78
2023-02-24,78
2023-02-25,54
2023-02-26,40
2023-02-27,78
2023-02-28,79
2023-03-01,70
2023-03-02,74
2023-03-03,79
2023-03-04,52
2023-03-05,56
2023-03-06,69
2023-03-07,63
2023-03-08,64
2023-03-09,70
2023-03-10,72
2023-03-11,51
2023-03-12,35
2023-03-13,64
2023-03-14,65
2023-03-15,64
2023-03-16,75
2023-03-17,67
2023-03-18,52
2023-03-19,36
2023-03-20,38
2023-03-21,68
2023-03-22,74
2023-03-23,67
2023-03-24,71
2023-03-25,62
2023-03-26,52
2023-03-27,77
2023-03-28,82
2023-03-29,70
2023-03-30,82
2023-03-31,77
2023-04-01,59
2023-04-02,60
2023-04-03,74
2023-04-04,80
2023-04-05,52
2023-04-06,48
2023-04-07,44
2023-04-08,44
2023-04-09,46
2023-04-10,71
2023-04-11,75
2023-04-12,80
2023-04-13,88
2023-04-14,75
2023-04-15,62
2023-04-16,46
2023-04-17,75
2023-04-18,70
2023-04-19,65
2023-04-20,67
2023-04-21,76
2023-04-22,54
2023-04-23,48
2023-04-24,77
2023-04-25,73
2023-04-26,74
2023-04-27,79
2023-04-28,69
2023-04-29,44
2023-04-30,38
2023-05-01,61
2023-05-02,78
2023-05-03,80
2023-05-04,74
2023-05-05,84
2023-05-06,52
2023-05-07,42
2023-05-08,98
2023-05-09,79
2023-05-10,90
2023-05-11,64
2023-05-12,73
2023-05-13,52
2023-05-14,38
2023-05-15,75
2023-05-16,76
2023-05-17,74
2023-05-18,69
2023-05-19,81
2023-05-20,59
2023-05-21,48
2023-05-22,53
2023-05-23,84
2023-05-24,81
2023-05-25,75
2023-05-26,74
2023-05-27,48
2023-05-28,38
2023-05-29,76
2023-05-30,75
2023-05-31,69
2023-06-01,76
2023-06-02,69
2023-06-03,46
2023-06-04,42
2023-06-05,74
2023-06-06,68
2023-06-07,74
2023-06-08,68
2023-06-09,85
2023-06-10,69
2023-06-11,39
2023-06-12,58
2023-06-13,86
2023-06-14,98
2023-06-15,82
2023-06-16,76
2023-06-17,56
2023-06-18,40
2023-06-19,53
2023-06-20,73
2023-06-21,84
2023-06-22,77
2023-06-23,75
2023-06-24,54
2023-06-25,40
2023-06-26,81
2023-06-27,87
2023-06-28,84
2023-06-29,94
2023-06-30,75
2023-07-01,61
2023-07-02,45
2023-07-03,56
2023-07-04,83
2023-07-05,80
2023-07-06,87
2023-07-07,88
2023-07-08,62
2023-07-09,51
2023-07-10,75
2023-07-11,98
2023-07-12,100
2023-07-13,90
2023-07-14,73
2023-07-15,61
2023-07-16,49
2023-07-17,74
2023-07-18,79
2023-07-19,73
2023-07-20,63
2023-07-21,67
2023-07-22,57
2023-07-23,45
2023-07-24,65
2023-07-25,73
2023-07-26,79
2023-07-27,63
2023-07-28,73
2023-07-29,56
2023-07-30,44
2023-07-31,71
2023-08-01,61
2023-08-02,70
2023-08-03,77
2023-08-04,73
2023-08-05,48
2023-08-06,39
2023-08-07,40
2023-08-08,68
2023-08-09,66
2023-08-10,69
2023-08-11,60
2023-08-12,52
2023-08-13,40
2023-08-14,63
2023-08-15,64
2023-08-16,71
2023-08-17,57
2023-08-18,63
2023-08-19,44
2023-08-20,43
2023-08-21,47
2023-08-22,61
2023-08-23,66
2023-08-24,60
2023-08-25,62
2023-08-26,45
2023-08-27,41
2023-08-28,66
2023-08-29,68
2023-08-30,65
2023-08-31,69
